User ID,Age,Income,Expenses,Savings,Family Members,Marital Status,Secondary Income,Loan EMI,Rent,Monthly Investments,Credit Score,Risk Tolerance,Health Expenses,Education Expenses,Retirement Savings,Lifestyle Score,Debt-to-Income Ratio,Monthly Subscriptions,Financial Literacy Score,Gender
3874,51,146812,93443,8879,4,Single,48068,10679,8356,69730,848,Medium,10253,23085,450574,86,0.25,8447,65,Female
3875,51,118662,50821,154571,5,Single,99625,21961,45290,91756,560,Low,8256,23283,346960,48,0.38,3243,29,Female
3876,25,158570,125675,171107,3,Single,44356,228,9925,79235,811,High,12413,9765,232051,37,0.2,8718,92,Male
3877,57,268304,70582,154723,1,Married,86295,15643,15764,51544,499,Medium,7749,29278,643083,66,0.17,7789,34,Male
3878,36,291772,132603,80224,4,Married,15046,27355,17096,68860,629,High,12576,39274,100352,11,0.2,7681,21,Male
3879,29,27032,79381,118369,3,Single,25270,42328,44468,43911,389,Medium,6106,25740,198732,79,0.47,7063,81,Female
3880,46,199166,121800,81524,5,Single,76342,18008,7094,61963,354,High,19531,12859,913949,88,0.44,3765,61,Male
3881,54,122658,140805,94006,3,Married,37988,23474,11250,39029,520,Low,18686,9168,151241,37,0.43,5922,53,Female
3882,40,75264,92018,42249,3,Single,52179,3979,20362,86871,391,High,4075,41919,582627,46,0.41,340,97,Female
3883,44,114120,110592,159921,3,Married,35892,46343,46575,26832,355,Low,7733,21955,543621,98,0.35,9980,59,Male
3884,47,67850,101626,34076,3,Single,29512,739,26636,1432,478,Medium,5805,44138,760648,64,0.14,7801,37,Female
3885,34,24722,96217,169196,3,Married,59165,39289,17185,480,360,Low,15661,35102,607873,97,0.23,7010,29,Female
3886,23,299916,82799,151859,3,Married,5099,19558,44771,68506,416,High,11152,28662,914437,91,0.32,1010,1,Female
3887,48,24576,72185,58462,2,Single,53487,37817,21142,34433,535,Low,19084,19808,170058,10,0.14,9753,19,Female
3888,28,177779,51538,90984,5,Single,95847,26646,40069,52406,332,Low,2024,11476,749913,12,0.11,8483,43,Male
3889,46,61476,30343,76035,1,Married,74088,38154,48190,14265,542,Medium,18825,48725,208731,80,0.14,2879,79,Male
3890,45,268292,130026,8841,5,Single,77163,32272,10269,74144,373,Low,17315,17270,96588,94,0.14,554,67,Female
3891,38,299309,63106,49890,4,Single,90845,37339,14764,72786,320,Medium,18029,8885,846501,23,0.14,2727,76,Female
3892,47,34439,124322,132727,4,Married,50003,48055,48988,944,453,High,8619,8372,932683,57,0.18,9109,77,Male
3893,36,64518,91227,30402,5,Single,66886,14260,32113,34820,553,Medium,2991,25764,396114,46,0.3,8396,8,Female
3894,39,239123,52135,116713,3,Single,77812,6594,21888,10542,506,High,16791,19551,154897,12,0.21,8270,13,Male
3895,59,46962,129599,110363,2,Married,11739,13185,19748,58323,448,High,5747,27018,376317,58,0.44,527,10,Female
3896,58,259157,93470,102807,1,Married,86838,12572,35203,73239,601,Low,2646,40689,880530,65,0.45,6616,9,Female
3897,42,136189,30910,28237,3,Married,12384,40248,25715,91768,596,Medium,15559,4393,999067,98,0.47,3842,93,Male
3898,51,130290,148213,179060,5,Single,33094,17569,47579,59998,790,High,19138,23222,227595,69,0.29,9114,70,Male
3899,52,143980,55950,136625,5,Married,2120,16973,7906,99755,343,Low,1750,33957,603615,22,0.41,6240,56,Male
3900,24,247021,26225,149932,2,Single,993,4217,32589,76739,443,Low,1842,44695,861491,62,0.34,1959,5,Male
3901,53,184342,42959,95439,2,Single,87295,7648,16808,43743,543,High,14859,36744,104140,59,0.16,7781,16,Female
3902,59,62299,59192,12045,5,Single,18150,17519,26112,29922,718,Low,12620,5004,772851,28,0.35,7683,12,Male
3903,30,236877,89711,79916,3,Single,64681,46318,29093,13965,816,Medium,19687,44433,375382,35,0.43,613,58,Female
3904,22,51541,13449,61435,3,Married,45388,31953,6569,20387,361,High,18889,30473,701027,62,0.24,247,46,Male
3905,52,243070,114213,103453,3,Single,91292,19804,49676,34354,837,High,18811,4078,621241,66,0.4,6772,3,Male
3906,30,149188,110245,37261,1,Single,51116,10750,5139,49541,616,Low,14699,43147,787677,47,0.41,7613,25,Female
3907,35,228150,107069,7853,1,Single,55753,1,9683,3728,734,High,14340,21747,936213,18,0.36,3666,31,Male
3908,37,239073,33908,80664,3,Married,39787,17275,44498,58193,680,High,5071,38877,712037,55,0.45,1215,55,Male
3909,49,40156,114847,115884,5,Married,35673,7882,31419,89927,335,High,12466,44334,909996,95,0.16,5130,66,Male
3910,29,236908,130910,53022,2,Married,8290,45854,16156,25394,841,Medium,3374,27373,952637,13,0.44,1186,10,Male
3911,37,164507,24012,138808,4,Single,60123,12748,10062,77835,531,Medium,14365,17618,158761,80,0.34,4512,83,Female
3912,57,220722,27412,38724,2,Single,16627,32601,32745,6480,332,Medium,6609,9844,19522,91,0.44,1015,57,Female
3913,38,197408,120030,16440,2,Married,73474,27575,39940,51806,651,Medium,14309,32777,240520,59,0.31,5504,51,Male
3914,55,93631,34657,75716,4,Married,58844,49076,27463,94066,554,Low,18767,15232,31935,79,0.23,32,28,Male
3915,32,89487,15656,166356,3,Single,62904,32369,41188,47232,349,High,12812,5048,565390,14,0.46,4172,1,Male
3916,22,262735,25873,111911,2,Married,64705,44617,11277,69642,322,Medium,1279,19955,452509,79,0.45,5568,67,Female
3917,29,215254,104485,147718,4,Single,68245,15317,32619,84239,553,Low,3270,7286,24729,43,0.21,873,95,Female
3918,57,71786,119383,90694,5,Married,27629,45109,39017,97636,693,Medium,11347,3702,72797,74,0.4,2268,48,Female
3919,20,88304,11607,150414,5,Single,44186,28318,35244,76656,572,Low,7861,48010,314564,27,0.14,5292,20,Female
3920,46,197586,58447,138007,5,Single,89621,46546,7697,38920,549,Medium,18067,48564,938361,36,0.13,6229,16,Male
3921,27,140938,59757,178448,3,Single,46537,36972,40521,84854,536,Medium,17985,43267,251486,19,0.3,299,76,Male
3922,36,75107,79201,178553,2,Married,30832,41239,19903,91258,531,High,19427,28899,981752,11,0.11,5927,95,Male
3923,28,265191,138765,121189,2,Married,23472,22168,27849,96536,727,Medium,18916,14780,188409,92,0.27,5761,2,Female
3924,25,152232,15462,99203,1,Single,48850,18082,41652,68041,541,Medium,1960,49929,877077,70,0.42,8627,41,Male
3925,44,92577,126832,191793,5,Married,86298,11079,12254,88999,433,Low,4077,13526,212533,31,0.46,7184,47,Female
3926,58,235375,58465,104039,3,Single,9507,2884,37862,80322,370,High,1506,38276,503272,19,0.2,8190,94,Female
3927,47,280933,100027,7838,4,Married,75114,27861,9291,73334,764,High,11014,30652,563836,68,0.13,2097,30,Male
3928,52,124180,60528,171402,3,Married,55696,36347,19991,64918,720,Low,19699,14575,241358,21,0.35,9071,0,Male
3929,56,164954,46230,107210,2,Single,72247,7195,18040,24253,609,Medium,13480,37243,735212,72,0.21,8068,91,Male
3930,28,231346,58242,108140,5,Married,56373,2251,43548,9003,578,Low,3803,35147,799412,24,0.11,9139,86,Female
3931,37,21095,124688,105166,1,Married,61264,4640,13204,81975,518,Medium,6299,32504,522082,72,0.15,6575,68,Female
3932,40,192055,11783,41994,3,Single,15979,18740,40069,74435,606,Medium,11309,41885,443154,74,0.48,8972,0,Male
3933,21,34123,38390,35384,1,Single,15049,48761,25467,14714,613,High,17092,27040,858273,47,0.45,4022,79,Male
3934,57,217687,149489,50378,2,Single,59081,12815,43992,15861,702,Medium,6149,41124,983505,97,0.43,9377,74,Female
3935,59,71999,82102,112318,4,Single,24997,42891,5372,86038,787,High,1733,19281,908685,15,0.24,4918,35,Male
3936,55,250849,27426,168715,3,Married,56144,41968,42257,93960,704,High,5555,36035,620821,15,0.39,4097,79,Female
3937,56,57656,40750,152998,2,Married,40830,29913,19201,3316,678,Low,2661,38874,534999,47,0.48,9045,58,Female
3938,34,221587,68188,43977,5,Single,81369,12904,10851,78595,580,Medium,5553,4334,426124,57,0.33,9061,60,Male
3939,47,280587,20872,28652,3,Married,85721,18462,11028,36257,626,Low,5662,26902,106106,24,0.23,9048,75,Male
3940,37,283356,104231,199367,1,Single,21746,35482,34445,20710,334,Low,1969,4089,870079,81,0.42,4007,93,Male
3941,53,140385,139860,15270,3,Single,87393,6947,24996,54433,369,Low,1261,18501,273975,38,0.27,1638,3,Male
3942,41,160073,76770,87804,2,Single,9603,1338,32980,80737,659,Low,16208,9990,919495,11,0.33,5563,48,Female
3943,30,98784,134158,197702,2,Married,76977,12782,48899,17577,707,High,4599,4114,762665,84,0.32,4369,40,Female
3944,32,51368,93514,41417,1,Married,4570,20073,29131,70530,818,High,17769,35053,845046,82,0.19,8146,59,Female
3945,23,221891,102663,132390,2,Married,32316,6614,27734,7506,683,High,15911,5006,625473,25,0.1,5964,71,Male
3946,41,81160,144363,182966,3,Single,51604,741,39100,57121,380,High,13540,19828,869054,67,0.5,8792,71,Female
3947,26,176926,122808,61042,1,Single,18467,30210,19738,67033,737,Medium,2034,48469,712873,97,0.27,9423,20,Male
3948,43,292859,120091,68253,2,Married,78381,733,16438,9442,549,High,18923,40351,485594,43,0.21,1132,39,Male
3949,23,78784,109272,184913,2,Married,44638,13944,5755,58216,337,Medium,14954,11578,329761,52,0.41,2809,71,Male
3950,47,46797,59393,57723,3,Married,26943,1806,8525,2410,344,Low,2806,49349,960796,33,0.34,8766,92,Male
3951,34,34780,103558,156389,2,Married,70369,13285,34884,26154,658,Medium,13355,31736,91545,34,0.45,6876,78,Male
3952,20,57905,79770,191080,3,Single,3340,43338,6796,74202,436,High,15160,19717,206230,50,0.41,3771,77,Male
3953,22,136049,36720,172506,5,Married,43532,11457,18754,97188,760,High,19440,11083,168995,42,0.21,685,73,Female
3954,33,149651,23368,182197,3,Married,77848,1753,17161,21515,666,High,2600,32961,830837,52,0.34,5135,90,Male
3955,57,53359,57969,80449,4,Single,66175,40126,7177,52718,604,Low,5790,40408,426248,26,0.3,2261,39,Female
3956,20,93391,58838,86141,2,Married,58918,14587,33132,63446,528,Low,14484,16515,238420,16,0.48,683,26,Female
3957,57,119596,18734,5557,5,Married,44188,5857,7050,85968,482,High,18184,39286,941353,68,0.2,4747,41,Male
3958,57,267414,117187,112776,1,Married,15211,33792,30130,39695,766,Low,3069,9285,345827,36,0.21,5439,98,Male
3959,40,298715,109329,180455,4,Single,13496,42442,43577,15421,503,Medium,8209,766,417346,45,0.47,7835,35,Male
3960,48,170214,78895,142112,1,Single,94381,22148,29841,21008,367,Medium,12467,11960,581638,28,0.28,2843,10,Female
3961,24,28625,130424,51652,4,Married,57248,36322,30498,88601,849,Medium,12786,10985,749590,24,0.28,6758,76,Male
3962,29,195544,111255,121048,5,Single,95625,9971,48031,95788,604,Medium,18869,26044,58783,79,0.45,4963,34,Female
3963,47,143182,68073,65941,5,Married,41145,11908,30109,38785,394,High,17008,35186,637462,66,0.22,4005,84,Male
3964,40,40566,25624,92340,5,Married,29672,21202,43744,55952,545,High,14050,38756,457999,78,0.38,9977,36,Male
3965,26,53205,34315,79828,4,Single,81481,26692,17175,63552,378,Medium,15048,24174,899140,62,0.39,6814,11,Female
3966,22,129084,27422,162182,3,Married,83238,4566,6693,7005,732,Medium,9530,46162,483340,78,0.28,4171,49,Female
3967,39,49717,82663,141421,1,Single,74255,31019,33266,53737,579,High,8966,5557,153335,11,0.23,9674,24,Male
3968,38,201056,111216,166446,3,Single,36027,14022,32407,31811,668,Low,9465,38353,327226,27,0.4,4483,91,Female
3969,54,179236,42743,89545,3,Single,36251,43925,19838,97887,578,Medium,8051,11836,424193,41,0.2,8042,62,Female
3970,23,40169,20108,115623,2,Married,19403,43720,40688,92731,650,Low,5528,44359,379599,38,0.43,8536,81,Female
3971,24,148140,46180,47591,1,Married,92345,39662,26229,74722,525,High,9064,31643,558003,58,0.27,5483,9,Female
3972,20,122537,28883,136129,4,Married,25150,27030,9167,49920,705,Medium,11630,27860,208512,93,0.11,5395,57,Female
3973,23,266337,54400,129007,2,Married,75762,39850,27615,25120,745,Medium,11113,26806,659141,92,0.33,5575,2,Male
3974,31,131301,57951,98829,2,Single,46940,44714,46845,70610,622,Low,2283,30446,747317,89,0.18,7461,68,Male
3975,46,290151,148232,69578,5,Married,50476,19752,36169,9123,372,Low,5091,7113,134418,84,0.29,6472,54,Female
3976,42,251704,65262,113497,4,Married,34202,35397,43907,24666,817,Low,3221,21044,242715,69,0.42,9623,11,Male
3977,44,137419,93133,155193,3,Single,8729,25104,36158,86253,620,Low,10939,15579,326276,37,0.18,7152,77,Male
3978,40,225863,125106,10493,3,Single,23938,20616,39226,47565,321,Medium,12458,26194,14155,95,0.18,3116,44,Female
3979,43,248870,80496,107181,3,Married,75302,30938,25179,19352,478,High,8121,22187,540624,36,0.29,8008,40,Male
3980,44,287926,71934,72818,5,Single,73920,6661,16347,31626,408,Low,7415,9005,50962,90,0.29,1729,95,Female
3981,51,86770,88886,125196,3,Married,25762,26047,41178,93189,671,Low,13595,11440,615527,17,0.28,3508,41,Female
3982,51,77645,40881,6431,1,Married,28724,39043,38330,96825,755,High,3642,40314,318505,81,0.38,1903,32,Male
3983,24,123509,28409,196541,3,Single,90586,42995,11992,2659,528,Medium,1555,37314,969368,32,0.21,3520,69,Female
3984,55,250796,108171,198313,3,Single,20653,46442,17218,633,830,High,3254,33254,351522,41,0.2,5383,93,Female
3985,58,37152,58951,181366,1,Married,13507,25943,45564,15716,663,High,2140,9882,732680,24,0.11,9687,5,Female
3986,35,258972,18752,105079,5,Married,72914,34487,35331,91336,724,Low,15213,26576,596703,77,0.25,3105,94,Female
3987,52,236096,127339,147423,2,Married,42773,9233,43427,17632,515,High,12996,25843,191526,49,0.18,5257,1,Female
3988,40,253731,54864,168555,4,Married,35205,3487,27468,17366,347,High,15253,24553,856503,66,0.34,9068,25,Male
3989,28,201762,82035,36195,5,Married,11571,24559,24355,35278,764,Medium,6745,8870,871461,56,0.17,384,47,Male
3990,25,208392,96675,158807,3,Single,37320,5844,7716,85770,572,Low,19169,35029,374542,19,0.46,7670,95,Female
3991,54,207163,32343,20203,2,Married,48853,41519,37361,20377,329,Low,16660,9299,544876,65,0.44,5686,56,Female
3992,58,58712,29673,8974,4,Single,30190,26140,32254,99293,489,Low,8592,6170,395693,61,0.41,3422,68,Male
3993,41,277387,105024,107769,4,Single,89116,11416,47632,67152,451,Medium,4099,27682,157092,72,0.42,8270,45,Female
3994,24,256502,36520,90222,4,Single,36522,22859,43428,96686,675,Medium,2240,30197,999804,60,0.48,4546,47,Male
3995,42,216349,25784,175785,1,Married,71801,22253,45000,56173,554,Medium,8931,27438,108023,88,0.23,786,40,Female
3996,36,40478,127446,17636,1,Married,44489,39230,49087,8616,333,Medium,13317,39731,833083,79,0.49,3370,15,Female
3997,31,42551,48079,40070,2,Single,72277,18184,26277,9622,486,Low,16615,35009,559677,18,0.46,3622,51,Female
3998,42,68068,54220,34123,3,Single,1837,27846,22503,83555,748,Low,13958,13873,36349,50,0.24,230,11,Female
3999,35,113608,122878,125973,2,Single,53763,30221,15104,45160,385,High,14707,33324,661022,49,0.45,4506,14,Female
4000,22,55561,126583,167884,3,Single,82945,42771,40030,39163,417,Medium,18928,44307,19485,25,0.46,4501,84,Female
4001,49,153964,58720,164832,5,Single,56964,21459,26385,96900,357,High,19754,18039,118337,34,0.11,4912,20,Female
4002,41,38756,24718,9966,4,Married,56398,15498,37235,82097,317,Medium,14293,17350,486150,19,0.45,5433,24,Male
4003,28,267652,71217,123414,4,Single,82578,4262,15644,79112,439,High,2106,41251,985245,39,0.27,5326,80,Male
4004,48,271227,110668,88962,1,Married,82597,32914,26687,70787,757,Low,11644,29274,765088,18,0.42,3623,71,Male
4005,56,200378,98378,84698,5,Single,94522,45500,48728,46278,511,Low,8177,33443,560495,49,0.14,7785,29,Female
4006,42,172418,18177,152130,5,Single,53198,34885,45098,93888,785,Medium,12543,46212,656742,66,0.17,5902,32,Female
4007,32,246022,132318,46482,3,Married,85741,38215,38550,99023,419,Low,17664,38803,942702,55,0.49,7455,65,Female
4008,51,25947,121145,7998,5,Married,35143,21398,37864,23419,302,Medium,10907,16564,733733,16,0.27,3422,32,Female
4009,42,147192,23418,127659,1,Single,49427,43623,13778,94616,528,High,10305,31487,824722,52,0.42,55,27,Female
4010,36,277591,98075,66265,3,Married,6859,29924,34783,27577,528,Medium,11368,49512,629384,57,0.4,6096,89,Female
4011,59,278492,75227,71445,2,Married,45507,318,36387,80133,642,High,5404,14459,581461,85,0.41,5171,40,Female
4012,40,258826,27533,116033,3,Single,34356,12161,18374,35557,440,High,11179,22705,63391,66,0.41,3020,0,Male
4013,21,164490,111457,170720,2,Single,86501,12323,26295,90765,356,Medium,4021,23490,195229,26,0.47,997,62,Female
4014,56,246494,117504,196695,3,Single,62570,5749,23622,22645,515,Low,10720,37026,65669,34,0.34,3300,34,Male
4015,25,251391,134202,83033,4,Married,12854,33022,30492,44516,413,High,12031,18239,201404,16,0.27,2767,47,Male
4016,37,206256,20273,89480,2,Single,33013,9528,24733,15306,593,Low,13570,41772,110544,64,0.47,8475,38,Female
4017,49,265318,43519,143599,1,Single,31654,21441,48546,27968,327,High,2130,33260,792228,28,0.24,5879,19,Female
4018,41,192905,137024,109000,2,Married,23054,8526,17372,78131,837,High,9023,18213,813646,90,0.35,1431,76,Male
4019,52,38402,134540,139144,2,Single,73728,44051,40256,25065,620,High,8616,23405,107771,41,0.44,8573,94,Male
4020,49,193917,93460,148090,3,Married,60254,37161,12817,25920,812,High,12596,33238,536781,96,0.47,3755,37,Female
4021,36,95851,114471,34652,4,Married,67720,1044,24221,32636,331,Medium,7739,29012,41467,41,0.48,6102,22,Female
4022,51,32834,114668,9476,3,Single,45206,12765,45164,98911,710,High,17291,43162,515869,35,0.36,8497,11,Male
4023,33,87850,77519,100768,3,Married,36019,18175,23225,80608,696,Low,8504,21239,852497,81,0.39,7124,5,Female
4024,29,57180,100426,163554,4,Married,16281,48887,13064,36359,316,Low,2929,27840,821438,31,0.3,640,87,Female
4025,55,129688,24629,198585,3,Single,5863,961,42537,38413,351,Medium,13508,19016,350140,64,0.21,5867,97,Female
4026,53,226659,59056,21219,4,Married,52203,3749,18986,69655,669,High,11637,36098,421048,66,0.11,7623,96,Male
4027,28,293839,21273,35448,1,Single,75238,37333,46689,70847,463,Medium,18097,32570,459157,17,0.19,9472,6,Male
4028,47,147135,130484,161192,4,Single,36539,40284,5316,8944,602,Low,12036,11493,261336,55,0.49,142,50,Male
4029,30,174195,107275,11855,5,Single,79072,16973,37843,3048,749,High,5725,14435,135255,14,0.42,4297,13,Female
4030,33,78481,148966,192625,4,Single,42088,18372,26453,37212,843,Low,7544,45281,430686,21,0.29,7168,99,Female
4031,58,93438,56073,180657,4,Single,62438,43799,49006,69656,801,Medium,19211,13341,136624,36,0.24,3021,15,Male
4032,38,131491,55693,137156,5,Married,16077,43393,37195,77189,650,Medium,7317,23262,69905,93,0.13,5612,22,Male
4033,34,141844,34343,103856,4,Married,25273,35757,5203,16000,678,Low,5092,36061,883681,20,0.1,1843,17,Male
4034,47,76494,53095,158016,2,Married,31052,38433,45663,99318,738,High,7246,1039,401468,45,0.4,8937,92,Female
4035,43,227167,132388,169993,3,Single,67955,4541,11567,45654,500,High,18412,10181,368721,61,0.49,552,6,Male
4036,27,74672,124441,66282,3,Single,13518,30678,12460,75496,406,Low,4918,2765,144461,11,0.2,5950,67,Male
4037,28,81821,110782,92393,1,Single,7396,18344,32520,86816,804,Low,15152,27081,626371,83,0.21,941,24,Female
4038,52,89224,82590,187469,1,Single,84548,45154,9355,88973,683,High,6720,43223,98182,80,0.47,276,32,Female
4039,52,254745,118263,134822,5,Married,40077,8846,36935,25534,595,Low,15513,611,233350,21,0.34,6894,50,Female
4040,38,74796,39373,23070,2,Married,11981,33846,7663,99895,327,Medium,11011,10775,283968,64,0.17,8562,87,Male
4041,22,148554,37525,191059,1,Single,98989,35842,46391,44221,636,High,2710,45488,908839,89,0.12,8094,22,Female
4042,29,286167,137716,61690,3,Single,68292,42315,32339,13339,586,High,8328,32356,670579,40,0.33,4561,49,Female
4043,59,265358,114513,66134,1,Single,64842,5029,34367,35306,642,Medium,13665,39469,619031,41,0.28,8802,20,Male
4044,20,233708,139401,92755,1,Married,5023,16272,24546,80359,330,Low,1387,36839,141983,73,0.27,67,62,Female
4045,48,187807,106643,111993,4,Married,91954,48613,13389,58134,786,High,2903,45871,619785,68,0.49,3320,20,Male
4046,53,59218,107694,195511,1,Single,21219,23770,26462,12459,550,High,10630,19498,134182,34,0.21,1793,26,Male
4047,32,249766,46136,36489,5,Single,83892,13104,5038,71717,662,High,2001,17974,775042,78,0.3,2914,80,Female
4048,20,51017,66539,28178,3,Married,17094,15855,15318,12208,406,Low,18543,40353,647275,77,0.19,337,25,Female
4049,53,39515,78363,84019,5,Married,37853,37524,13920,53546,805,High,10004,18752,777954,53,0.23,9665,18,Female
4050,48,228106,91526,62956,5,Single,5646,37463,43954,97545,741,Low,6421,46747,210500,52,0.41,7258,96,Female
4051,32,21391,45255,183874,2,Single,54045,919,23508,57991,416,Medium,19780,31528,838918,24,0.18,6968,57,Female
4052,48,216278,128209,67778,4,Single,46925,42706,19257,78571,544,Low,13681,20892,656381,22,0.37,5735,6,Female
4053,58,129388,96437,193791,5,Married,43927,34526,28783,5876,378,Low,18731,44996,43403,78,0.15,4934,94,Male
4054,43,99720,142715,169645,2,Single,11991,34599,41902,67011,785,Medium,14635,28705,339222,79,0.18,765,14,Male
4055,45,162954,125900,169760,3,Married,18978,9363,37309,79316,322,Low,18921,6893,903000,54,0.11,8808,65,Female
4056,36,168345,33729,116466,3,Single,83012,49511,27678,26636,496,Medium,14130,49596,625598,34,0.35,7393,65,Male
4057,26,65647,31818,123292,2,Single,35723,14255,41539,89657,660,High,18870,28851,848400,34,0.5,8760,80,Female
4058,32,215964,75555,104747,5,Single,24787,3810,20311,30978,726,Medium,2782,1854,432461,19,0.36,2173,97,Male
4059,24,62679,108979,51475,5,Married,91693,1440,10538,58467,516,Medium,19932,49868,387298,71,0.47,2151,46,Male
4060,45,282571,63629,55697,4,Single,49092,43879,8257,25191,495,High,2750,38155,1215,21,0.31,2719,45,Male
4061,22,248024,125296,170050,4,Married,44791,1719,44229,91396,742,High,7885,24085,246080,76,0.37,1746,88,Female
4062,26,86267,65438,165749,3,Single,75171,44213,16398,26901,758,Low,6873,41928,930133,38,0.47,6467,74,Male
4063,58,20799,19457,15272,4,Married,14932,555,35198,11329,758,Low,11205,20791,476187,52,0.13,2386,43,Female
4064,20,27025,43922,142284,2,Single,36911,42193,21044,20056,783,Low,3235,36869,36153,97,0.34,1204,8,Male
4065,36,34481,118122,26071,3,Married,9946,12112,26772,83543,443,High,4564,2595,677905,97,0.33,587,70,Male
4066,44,247966,112020,113644,5,Single,84899,2297,19772,28025,613,High,11740,8829,855149,98,0.11,906,10,Male
4067,22,125928,98405,100516,3,Married,14387,1535,12900,10895,556,High,19608,29129,987768,46,0.16,4613,55,Male
4068,34,143014,126130,153369,1,Married,69141,14931,15790,9332,773,Low,5724,26340,539116,78,0.32,1701,3,Male
4069,48,71690,78038,188004,3,Single,49573,6282,34011,80076,798,High,1969,22202,678699,20,0.3,3894,36,Female
4070,51,72870,72325,192956,4,Married,41405,28634,49273,4682,518,High,9127,2618,208447,49,0.24,793,89,Female
4071,45,187207,35600,164697,2,Married,9152,44262,5657,74831,830,Medium,7542,3551,122404,72,0.38,9441,33,Male
4072,35,106928,71526,33831,5,Single,98434,25485,48925,613,657,Medium,14375,26691,624130,31,0.24,9324,79,Male
4073,44,229870,23149,123313,5,Married,35415,34729,23083,60391,536,High,4518,24371,39181,24,0.41,9330,46,Male
4074,47,90765,122168,128950,4,Single,95879,24587,25840,82563,574,Low,14540,49271,439270,18,0.42,9813,29,Male
4075,28,149941,119813,192550,4,Single,31848,33747,29431,61497,516,Medium,13012,37827,235654,79,0.36,3589,45,Female
4076,20,43555,101779,67909,4,Married,43394,33040,32619,17519,696,High,11976,30028,305663,73,0.21,6622,79,Male
4077,48,285232,144266,34367,1,Married,69265,45543,37583,16202,373,Medium,16429,41807,821648,99,0.42,2826,69,Female
4078,41,65783,42398,181885,2,Married,31455,23641,19525,20083,627,Medium,5607,19378,655301,15,0.2,6007,32,Male
4079,35,21115,14789,25121,1,Married,95348,26573,34917,43322,707,Low,17728,14681,886254,52,0.22,8450,49,Female
4080,26,219198,74967,40547,4,Married,66560,5144,10963,10013,447,High,5642,38752,463954,29,0.34,4848,14,Male
4081,33,92908,108837,68642,2,Single,91764,1688,27619,71605,385,High,16632,20035,706254,52,0.38,7784,19,Male
4082,48,89109,111967,29914,4,Single,16921,48088,9535,61763,820,Low,9747,42824,91814,71,0.25,3698,75,Female
4083,38,285122,141201,121664,2,Married,32179,17979,19580,27341,802,Low,6082,34088,488068,76,0.34,9649,87,Male
4084,38,29422,69683,153250,5,Married,52235,31803,49586,10819,531,Low,5010,9930,610382,91,0.2,4453,39,Male
4085,21,194698,55331,72258,1,Married,32037,16154,6976,36761,797,High,16704,30340,787763,61,0.42,9463,31,Male
4086,34,109233,44626,65563,4,Married,33275,37451,41437,54007,722,Medium,17843,36788,240236,83,0.5,9936,96,Female
4087,22,57743,22342,186122,4,Married,36692,15123,5937,29173,766,High,4115,25509,664601,35,0.38,4637,11,Male
4088,30,221533,46417,67607,3,Single,8872,23998,26980,56,546,High,6544,2675,231590,40,0.23,9777,14,Male
4089,49,149000,62664,70638,5,Single,51764,5786,22673,52389,669,Low,14208,16351,762540,64,0.24,8414,58,Female
4090,59,49430,18833,97971,4,Single,90871,30289,42438,26920,812,Low,15384,28252,779806,77,0.11,2207,59,Female
4091,37,48834,70658,149334,1,Married,86143,5129,12421,62467,404,Low,13864,19045,541132,66,0.36,5239,71,Female
4092,21,44435,141809,143525,5,Married,52299,28914,34500,63897,533,High,12377,42331,965782,33,0.34,7167,3,Male
4093,51,107212,104965,181246,4,Married,34961,25777,17953,71532,757,Low,7541,21940,959527,74,0.48,1362,26,Male
4094,27,75797,74054,121720,1,Single,24466,2845,6516,95337,556,Low,19348,47031,504607,35,0.26,3848,57,Male
4095,41,74555,11299,82760,3,Single,15762,8448,48042,33387,774,Medium,5769,16658,724836,58,0.47,8048,52,Female
4096,25,105350,75875,142244,3,Single,18930,49461,39172,16041,471,Medium,10685,43637,979715,47,0.4,3493,77,Male
4097,31,34716,124286,81788,1,Single,54213,27139,11170,21258,572,Low,13963,19520,462416,45,0.22,3474,38,Male
4098,59,80261,108730,22918,5,Married,70191,21718,31507,13066,493,Medium,19980,68,603475,63,0.11,8995,14,Female
4099,55,284139,66298,12197,1,Married,50374,49030,7353,2613,411,High,5233,19158,84141,18,0.39,4874,18,Female
4100,34,42414,131035,102127,1,Married,56902,23581,16999,94373,322,Medium,14105,37172,252490,51,0.3,4595,13,Female
4101,47,164916,119825,149749,3,Married,70555,27993,15938,87293,614,Low,16266,8769,219689,91,0.48,6734,70,Female
4102,37,187731,125637,147111,3,Married,54875,42048,5580,19219,501,High,14585,31227,707680,33,0.11,4055,5,Female
4103,21,35522,82618,32785,3,Married,39314,12923,24713,90777,800,High,8280,37039,139430,49,0.31,8382,33,Male
4104,32,159596,35532,9570,4,Single,52175,13084,13293,69093,324,Medium,3456,14913,202949,91,0.42,3668,87,Female
4105,34,50846,118197,77242,4,Married,85200,17560,9550,69707,807,Low,15242,10440,319078,17,0.42,7803,24,Male
4106,39,134930,140860,147727,2,Married,48978,22567,33418,4982,665,Low,11959,48145,596407,63,0.37,3657,40,Male
4107,48,226232,70285,52907,4,Married,58415,19481,5298,79068,830,Medium,3412,19791,885294,20,0.26,498,88,Female
4108,48,243734,28866,14449,5,Married,82460,32016,41884,82554,345,Medium,12254,14118,315045,97,0.13,9567,49,Female
